,codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao,fase_operacao
892,43978,ACIDENTE,SAÍDA DE PISTA,CURITIBA,PR,BRASIL,SBBI,2011-03-02,12:46:00,SIM,SERIPA-5,FINALIZADA,A-075/CENIPA/2012,1.0,2012-07-23,2,1,1.0,2016-07-30,DECOLAGEM
893,52277,ACIDENTE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2014-08-30,16:24:00,SIM,SERIPA-5,ATIVA,A-149/CENIPA/2014,,,0,1,,2016-07-30,DECOLAGEM
894,51026,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2014-03-17,19:48:00,SIM,SERIPA-5,FINALIZADA,IG-057/CENIPA/2014,1.0,2015-02-09,1,1,,2016-07-30,TÁXI
895,39709,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,CURITIBA,PR,BRASIL,SBBI,2010-01-23,16:36:00,SIM,SERIPA-5,FINALIZADA,IG-029/CENIPA/2011,1.0,2011-07-21,2,1,1.0,2016-07-30,CORRIDA APÓS POUSO
896,51391,ACIDENTE,COM TREM DE POUSO,CURITIBA,PR,BRASIL,SBBI,2014-04-17,15:35:00,SIM,SERIPA-5,FINALIZADA,A-077/CENIPA/2014,1.0,2015-04-30,0,1,,2016-07-30,POUSO
897,52286,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2014-08-11,11:15:00,SIM,SERIPA-5,FINALIZADA,IG-132/CENIPA/2014,1.0,2015-07-21,0,1,,2016-07-30,DECOLAGEM
898,27813,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,****,2006-09-19,11:35:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,INDETERMINADA
899,46024,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2012-07-01,11:05:00,SIM,SERIPA-5,FINALIZADA,IG-125/CENIPA/2013,1.0,2014-10-02,0,1,1.0,2016-07-30,DECOLAGEM
900,38279,ACIDENTE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,****,2009-07-07,18:40:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CIRCUITO DE TRÁFEGO
901,39930,INCIDENTE GRAVE,PROBLEMAS FISIOLÓGICOS,CURITIBA,PR,BRASIL,SBCT,2010-02-16,16:25:00,SIM,SERIPA-5,FINALIZADA,IG-170/CENIPA/2013,1.0,2013-12-12,2,1,,2016-07-30,CRUZEIRO
902,33835,ACIDENTE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2008-10-10,21:13:00,SIM,SERIPA-5,ATIVA,A-540/CENIPA/2016,,,0,1,1.0,2016-07-30,POUSO
903,45100,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2011-09-12,19:50:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,ARREMETIDA NO SOLO
904,49123,ACIDENTE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,****,2013-07-05,15:10:00,SIM,SERIPA-5,FINALIZADA,A-124/CENIPA/2013,1.0,2014-03-17,0,1,,2016-07-30,DECOLAGEM
905,46572,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2012-11-02,12:26:00,SIM,SERIPA-5,FINALIZADA,IG-147/CENIPA/2013,1.0,2013-10-21,0,1,,2016-07-30,POUSO
906,42838,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,****,2010-09-15,20:30:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
907,45168,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO MURTINHO,MS,BRASIL,****,2010-11-08,18:25:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DESCIDA
908,42001,ACIDENTE,PERDA DE CONTROLE NO SOLO,BOITUVA,SP,BRASIL,SDOI,2010-07-24,18:00:00,SIM,SERIPA-4,FINALIZADA,A-516/CENIPA/2015,1.0,2015-06-06,1,1,1.0,2016-07-30,DECOLAGEM
909,52637,ACIDENTE,FALHA DO MOTOR EM VOO,BOITUVA,SP,BRASIL,SDOI,2014-10-16,20:30:00,SIM,SERIPA-4,ATIVA,A-172/CENIPA/2014,,,0,1,,2016-07-30,APROXIMAÇÃO FINAL
910,46092,ACIDENTE,COM LANÇAMENTO DE PESSOAS,BOITUVA,SP,BRASIL,****,2012-07-09,17:00:00,SIM,SERIPA-4,FINALIZADA,A-003/CENIPA/2014,1.0,2014-02-17,7,1,,2016-07-30,CRUZEIRO
911,46863,INCIDENTE GRAVE,COM TREM DE POUSO,BOITUVA,SP,BRASIL,****,2013-01-11,21:50:00,SIM,SERIPA-4,FINALIZADA,IG-005/CENIPA/2013,,,0,1,,2016-07-30,CORRIDA APÓS POUSO
912,47080,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,BOITUVA,SP,BRASIL,SDOI,2013-02-24,14:00:00,SIM,SERIPA-4,FINALIZADA,IG-039/CENIPA/2013,1.0,2013-07-29,0,1,,2016-07-30,SUBIDA
913,46862,ACIDENTE,OUTROS TIPOS,BOITUVA,SP,BRASIL,****,2013-01-25,17:40:00,SIM,SERIPA-4,ATIVA,A-018/CENIPA/2013,,,0,1,,2016-07-30,APROXIMAÇÃO FINAL
914,49157,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,ERECHIM,RS,BRASIL,SSER,2013-06-28,15:25:00,SIM,SERIPA-5,FINALIZADA,IG-121/CENIPA/2013,1.0,2014-02-27,0,1,,2016-07-30,TÁXI
915,34575,ACIDENTE,FALHA DO MOTOR EM VOO,ERECHIM,RS,BRASIL,SSER,2008-09-14,20:30:00,SIM,SERIPA-5,FINALIZADA,A-022/CENIPA/2010,1.0,2010-04-28,7,1,,2016-07-30,SUBIDA
916,45272,ACIDENTE,PERDA DE CONTROLE NO SOLO,ERECHIM,RS,BRASIL,SSER,2011-12-21,11:00:00,SIM,SERIPA-5,FINALIZADA,A-500/CENIPA/2016 ,1.0,2016-07-14,2,1,1.0,2016-07-30,CORRIDA APÓS POUSO
917,44975,ACIDENTE,POUSO BRUSCO,DIANOPOLIS,TO,BRASIL,****,2011-07-15,13:45:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,POUSO
918,52874,ACIDENTE,PERDA DE CONTROLE EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,****,2014-12-29,13:00:00,SIM,SERIPA-6,ATIVA,A-211/CENIPA/2014,,,0,1,,2016-07-30,ESPECIALIZADA
919,39507,ACIDENTE,FALHA DO MOTOR EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,****,2010-01-11,17:00:00,SIM,SERIPA-6,FINALIZADA,A-016/CENIPA/2011,1.0,2011-06-30,2,1,,2016-07-30,OUTRA FASE
920,52937,ACIDENTE,PANE SECA,PRIMAVERA DO LESTE,MT,BRASIL,****,2014-01-07,20:59:00,SIM,SERIPA-6,FINALIZADA,A-006/CENIPA/2014,1.0,2015-04-30,0,1,,2016-07-30,CIRCUITO DE TRÁFEGO
921,32036,ACIDENTE,FALHA DO MOTOR EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,****,2008-04-01,07:45:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
922,32375,ACIDENTE,FALHA DO MOTOR EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,****,2008-03-23,20:30:00,SIM,SERIPA-6,FINALIZADA,A-076/CENIPA/2010,1.0,2010-09-24,2,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
923,48797,ACIDENTE,PERDA DE CONTROLE NO SOLO,PRIMAVERA DO LESTE,MT,BRASIL,****,2013-06-07,10:15:00,SIM,SERIPA-6,FINALIZADA,A-108/CENIPA/2013,1.0,2015-07-07,2,1,,2016-07-30,DECOLAGEM
924,50245,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PRIMAVERA DO LESTE,MT,BRASIL,****,2013-12-13,12:00:00,SIM,SERIPA-6,FINALIZADA,A-220/CENIPA/2013,1.0,2014-06-16,0,1,,2016-07-30,CRUZEIRO
925,46746,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PRIMAVERA DO LESTE,MT,BRASIL,SWPY,2012-12-07,14:30:00,SIM,SERIPA-6,FINALIZADA,A-047/CENIPA/2014,1.0,2014-04-28,1,1,,2016-07-30,ESPECIALIZADA
926,47013,ACIDENTE,PERDA DE CONTROLE NO SOLO,QUERENCIA,MT,BRASIL,****,2013-02-04,12:20:00,SIM,SERIPA-6,FINALIZADA,A-026/CENIPA/2013,1.0,2014-06-02,0,1,,2016-07-30,DECOLAGEM
927,46592,ACIDENTE,PERDA DE CONTROLE NO SOLO,QUERENCIA,MT,BRASIL,SNGV,2012-11-07,18:00:00,SIM,SERIPA-6,FINALIZADA,A-148/CENIPA/2013,1.0,2013-11-27,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
928,35587,ACIDENTE,DESORIENTAÇÃO ESPACIAL,QUERENCIA,MT,BRASIL,****,2009-03-08,21:10:00,SIM,SERIPA-6,FINALIZADA,A-048/CENIPA/2009,1.0,2009-12-07,14,1,,2016-07-30,CRUZEIRO
929,38995,ACIDENTE,PANE SECA,ILHOTA,SC,BRASIL,****,2009-12-17,09:00:00,SIM,SERIPA-5,FINALIZADA,A-049/CENIPA/2011,1.0,2011-08-01,4,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
930,47297,ACIDENTE,PERDA DE CONTROLE NO SOLO,RIBAS DO RIO PARDO,MS,BRASIL,****,2013-03-23,12:40:00,SIM,SERIPA-4,FINALIZADA,A-058/CENIPA/2013,1.0,2016-06-16,0,1,,2016-07-30,POUSO
931,38658,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO BRILHANTE,MS,BRASIL,****,2009-10-14,21:20:00,SIM,SERIPA-4,FINALIZADA,A-092/CENIPA/2011,1.0,2011-11-04,9,1,,2016-07-30,NAVEGAÇÃO A BAIXA ALTURA
932,48653,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,RIO BRILHANTE,MS,BRASIL,****,2013-05-22,09:00:00,SIM,SERIPA-4,FINALIZADA,A-098/CENIPA/2013,1.0,2014-04-28,0,1,,2016-07-30,POUSO
933,31377,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,JIJOCA DE JERICOACOARA,CE,BRASIL,****,2007-12-20,20:30:00,SIM,SERIPA-2,FINALIZADA,A-129/CENIPA/2011,1.0,2011-12-21,1,1,1.0,2016-07-30,POUSO
934,35035,ACIDENTE,PERDA DE CONTROLE NO SOLO,JIJOCA DE JERICOACOARA,CE,BRASIL,****,2009-01-05,09:30:00,SIM,SERIPA-2,FINALIZADA,A-057/CENIPA/2010,1.0,2009-03-09,6,1,,2016-07-30,POUSO
935,43392,ACIDENTE,OUTROS TIPOS,SAO FELIX DO XINGU,PA,BRASIL,****,2010-11-05,13:00:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,SUBIDA
936,53267,ACIDENTE,INDETERMINADA,SAO FELIX DO XINGU,PA,BRASIL,SNFX,2015-05-21,13:00:00,SIM,SERIPA-1,FINALIZADA,A-078/CENIPA/2015,1.0,2016-02-15,0,1,,2016-07-30,INDETERMINADA
937,53469,ACIDENTE,FALHA DO MOTOR EM VOO,SAO FELIX DO XINGU,PA,BRASIL,****,2015-08-30,18:30:00,SIM,SERIPA-1,ATIVA,A-120/CENIPA/2015,,,0,1,,2016-07-30,CRUZEIRO
938,42921,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,SAO FELIX DO XINGU,PA,BRASIL,****,2010-09-15,21:50:00,SIM,SERIPA-1,FINALIZADA,A-049/CENIPA/2012,0.0,2012-07-02,2,1,,2016-07-30,CRUZEIRO
939,45756,INCIDENTE GRAVE,OUTROS TIPOS,SAO FELIX DO XINGU,PA,BRASIL,****,2012-04-03,14:25:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CORRIDA APÓS POUSO
940,41569,ACIDENTE,PERDA DE CONTROLE NO SOLO,SAO FELIX DO XINGU,PA,BRASIL,SNFX,2010-06-12,23:30:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
941,42449,ACIDENTE,COLISÃO COM PÁSSARO,SAO FELIX DO XINGU,PA,BRASIL,****,2010-08-03,16:20:00,SIM,SERIPA-1,FINALIZADA,A-055/CENIPA/2011 ,1.0,2011-08-01,8,1,,2016-07-30,CRUZEIRO
942,45890,ACIDENTE,PERDA DE COMPONENTE EM VOO,IMBITUBA,SC,BRASIL,****,2012-05-20,17:40:00,SIM,SERIPA-5,FINALIZADA,A-183/CENIPA/2013,1.0,2014-01-08,0,1,,2016-07-30,MANOBRA
943,28355,ACIDENTE,FALHA ESTRUTURAL,BOCAIUVA,MG,BRASIL,****,2007-01-18,09:10:00,SIM,SERIPA-3,FINALIZADA,A-001/CENIPA/2010,1.0,2010-03-19,11,1,,2016-07-30,INDETERMINADA
944,31416,ACIDENTE,FALHA DO MOTOR EM VOO,SAO JOSE DO XINGU,MT,BRASIL,****,2007-11-05,11:00:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CRUZEIRO
945,52936,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,SAO JOSE DO XINGU,MT,BRASIL,****,2014-01-04,17:35:00,SIM,SERIPA-6,ATIVA,A-003/CENIPA/2014,,,0,1,,2016-07-30,CORRIDA APÓS POUSO
946,51013,ACIDENTE,COM COMANDOS DE VOO,EDEIA,GO,BRASIL,****,2014-04-12,19:30:00,***,SERIPA-6,,,,,0,1,,2016-07-30,CIRCUITO DE TRÁFEGO
947,50352,ACIDENTE,INDETERMINADA,BOM DESPACHO,MG,BRASIL,****,2013-11-16,21:30:00,***,SERIPA-3,,,,,0,1,,2016-07-30,DECOLAGEM
948,38423,ACIDENTE,FALHA DO MOTOR EM VOO,RIO VERDE DE MATO GROSSO,MS,BRASIL,****,2009-08-27,17:15:00,SIM,SERIPA-6,FINALIZADA,A-026/CENIPA/2012,1.0,2012-03-22,2,1,,2016-07-30,SUBIDA
949,45600,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,ESPUMOSO,RS,BRASIL,****,2012-03-13,20:30:00,SIM,SERIPA-5,FINALIZADA,IG-091/CENIPA/2013,1.0,2013-11-27,0,1,,2016-07-30,OUTRA FASE
950,47074,ACIDENTE,FALHA DO MOTOR EM VOO,ENGENHEIRO BELTRAO,PR,BRASIL,****,2013-02-25,14:05:00,SIM,SERIPA-5,FINALIZADA,A-040/CENIPA/2013,1.0,2014-03-27,2,1,,2016-07-30,DECOLAGEM
951,53266,ACIDENTE,FALHA DO MOTOR EM VOO,ROCHEDO,MS,BRASIL,****,2015-05-24,13:30:00,SIM,SERIPA-4,ATIVA,A-079/CENIPA/2015,,,0,1,,2016-07-30,CRUZEIRO
952,51419,ACIDENTE,INDETERMINADA,BOTUCATU,SP,BRASIL,****,2014-01-24,15:15:00,***,SERIPA-4,,,,,0,1,,2016-07-30,INDETERMINADA
953,45934,ACIDENTE,OUTROS TIPOS,PACO DO LUMIAR,MA,BRASIL,SJHR,2012-06-14,19:40:00,SIM,SERIPA-1,FINALIZADA,A-036/CENIPA/2013,1.0,2013-08-22,2,1,,2016-07-30,OPERAÇÃO DE SOLO
954,41789,ACIDENTE,PANE SECA,PACO DO LUMIAR,MA,BRASIL,****,2010-07-10,13:39:00,SIM,SERIPA-1,FINALIZADA,A-074/CENIPA/2011,1.0,2011-08-29,4,1,,2016-07-30,SUBIDA
955,47158,ACIDENTE,PERDA DE CONTROLE NO SOLO,JOAO PESSOA,PB,BRASIL,SNJO,2013-03-16,19:45:00,***,SERIPA-2,,,,,0,1,,2016-07-30,POUSO
956,45057,ACIDENTE,PERDA DE CONTROLE NO SOLO,JOAO PESSOA,PB,BRASIL,SNJO,2011-08-26,20:00:00,***,SERIPA-2,,,,,0,1,,2016-07-30,POUSO
957,39320,ACIDENTE,PERDA DE CONTROLE EM VOO,FAROL,PR,BRASIL,****,2010-01-19,18:30:00,SIM,SERIPA-5,FINALIZADA,A-095/CENIPA/2010,1.0,2010-12-06,4,1,,2016-07-30,DECOLAGEM
958,52876,ACIDENTE,INDETERMINADA,RONDONOPOLIS,MT,BRASIL,****,2014-02-19,11:00:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CRUZEIRO
959,44504,INCIDENTE GRAVE,FOGO EM VOO,RONDONOPOLIS,MT,BRASIL,****,2011-05-07,13:55:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,SUBIDA
960,47998,ACIDENTE,PERDA DE CONTROLE NO SOLO,RONDONOPOLIS,MT,BRASIL,****,2013-05-07,20:30:00,SIM,SERIPA-6,FINALIZADA,A-090/CENIPA/2013,1.0,2015-08-23,0,1,,2016-07-30,TÁXI
961,53339,ACIDENTE,PERDA DE CONTROLE NO SOLO,RONDONOPOLIS,MT,BRASIL,****,2015-06-16,17:00:00,SIM,SERIPA-6,FINALIZADA,A-089/CENIPA/2015,1.0,2016-02-15,0,1,,2016-07-30,POUSO
962,45582,INCIDENTE GRAVE,COM TREM DE POUSO,RONDONOPOLIS,MT,BRASIL,SWRD,2012-01-20,17:00:00,SIM,SERIPA-6,FINALIZADA,IG-535/CENIPA/2015,1.0,2015-07-21,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
963,41832,INCIDENTE GRAVE,COM TREM DE POUSO,RONDONOPOLIS,MT,BRASIL,****,2010-07-05,22:00:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,TÁXI
964,53546,ACIDENTE,PERDA DE CONTROLE EM VOO,RONDONOPOLIS,MT,BRASIL,SDWC,2015-10-22,11:30:00,SIM,SERIPA-6,ATIVA,A-139/CENIPA/2015,,,0,1,,2016-07-30,CIRCUITO DE TRÁFEGO
965,45598,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2012-02-20,15:10:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,DECOLAGEM
966,44820,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2011-07-13,12:45:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
967,45752,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2012-04-11,12:00:00,SIM,SERIPA-4,FINALIZADA,IG-101/CENIPA/2013,1.0,2014-11-24,4,1,1.0,2016-07-30,POUSO
968,43404,ACIDENTE,PERDA DE CONTROLE EM VOO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2010-11-15,17:30:00,SIM,SERIPA-4,FINALIZADA,A-002/CENIPA/2013,1.0,2013-07-18,9,1,,2016-07-30,DECOLAGEM
969,53419,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2015-07-23,13:40:00,***,SERIPA-4,,,,,0,1,1.0,2016-07-30,POUSO
970,48657,ACIDENTE,OUTROS TIPOS,BRAGANCA PAULISTA,SP,BRASIL,****,2013-05-01,15:00:00,***,SERIPA-4,,,,,0,1,,2016-07-30,DECOLAGEM
971,44816,ACIDENTE,PERDA DE COMPONENTE EM VOO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2011-07-14,18:20:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,OUTRA FASE
972,51533,ACIDENTE,COM TREM DE POUSO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2014-06-11,15:15:00,SIM,SERIPA-4,FINALIZADA,A-108/CENIPA/2014,1.0,2015-10-19,0,1,,2016-07-30,CORRIDA APÓS POUSO
973,52675,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2014-11-19,11:25:00,SIM,SERIPA-4,ATIVA,A-188/CENIPA/2014,,,0,1,,2016-07-30,TÁXI
974,51000,ACIDENTE,COM TREM DE POUSO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2014-03-29,20:45:00,SIM,SERIPA-4,ATIVA,A-067/CENIPA/2014,,,0,1,,2016-07-30,POUSO
975,47936,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2013-04-30,13:30:00,***,SERIPA-4,,,,,0,1,,2016-07-30,ARREMETIDA NO SOLO
976,29195,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,****,2007-05-05,16:20:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,DECOLAGEM
977,38417,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,****,2009-08-28,13:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
978,45410,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,****,2012-01-21,22:55:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,POUSO
979,26959,ACIDENTE,FALHA DO MOTOR EM VOO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2006-05-15,10:30:00,SIM,SERIPA-4,FINALIZADA,A-038/CENIPA/2012,1.0,2012-06-04,6,1,1.0,2016-07-30,SUBIDA
980,53551,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2015-11-05,19:15:00,SIM,SERIPA-4,ATIVA,IG-143/CENIPA/2015,,,0,1,1.0,2016-07-30,DECOLAGEM
981,52281,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2014-09-12,19:41:00,***,SERIPA-4,,,,,0,1,,2016-07-30,CORRIDA APÓS POUSO
982,52694,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2014-10-23,16:00:00,SIM,SERIPA-4,ATIVA,IG-176/CENIPA/2014,,,0,1,1.0,2016-07-30,DECOLAGEM
983,49494,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2013-08-26,18:00:00,SIM,SERIPA-4,FINALIZADA,IG-152/CENIPA/2013,1.0,2014-06-16,0,1,,2016-07-30,CORRIDA APÓS POUSO
984,53192,ACIDENTE,PERDA DE CONTROLE EM VOO,BRAGANCA PAULISTA,SP,BRASIL,SDVH,2015-04-03,14:30:00,***,SERIPA-4,,,,,0,1,,2016-07-30,INDETERMINADA
985,44705,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2011-06-28,18:20:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
986,45599,INCIDENTE GRAVE,COM TREM DE POUSO,BRAGANCA PAULISTA,SP,BRASIL,SBBP,2012-02-27,19:15:00,SIM,SERIPA-4,FINALIZADA,IG-087/CENIPA/2013,1.0,2014-10-14,0,1,,2016-07-30,CORRIDA APÓS POUSO
987,28117,ACIDENTE,OUTROS TIPOS,SAO GABRIEL DO OESTE,MS,BRASIL,****,2006-11-14,17:00:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,INDETERMINADA
988,51676,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,MARANGUAPE,CE,BRASIL,****,2014-07-11,13:00:00,SIM,SERIPA-2,FINALIZADA,IG-124/CENIPA/2014,1.0,2015-04-24,0,1,,2016-07-30,CRUZEIRO
989,29936,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,RIO LARGO,AL,BRASIL,SBMO,2007-07-26,09:57:00,SIM,SERIPA-2,FINALIZADA,A-042/CENIPA/2009,1.0,2009-08-05,2,1,,2016-07-30,APROXIMAÇÃO FINAL
990,44609,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,PARNAIBA,PI,BRASIL,****,2011-06-09,14:10:00,SIM,SERIPA-2,ATIVA,A DEFINIR,,,0,1,,2016-07-30,POUSO
991,43524,ACIDENTE,INDETERMINADA,BOM JESUS DO AMPARO,MG,BRASIL,****,2010-10-23,03:00:00,***,SERIPA-3,,,,,0,1,,2016-07-30,DESCIDA
992,46513,ACIDENTE,POUSO SEM TREM,SAO SEBASTIAO DA BOA VISTA,PA,BRASIL,****,2012-10-23,12:40:00,SIM,SERIPA-1,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,POUSO
993,49876,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,SANTA RITA DO TRIVELATO,MT,BRASIL,****,2013-10-03,17:09:00,SIM,SERIPA-6,ATIVA,A-175/CENIPA/2013,,,0,1,,2016-07-30,CRUZEIRO
994,50800,ACIDENTE,PERDA DE CONTROLE NO SOLO,SANTO ANTONIO DO LEVERGER,MT,BRASIL,****,2014-02-01,12:20:00,SIM,SERIPA-6,FINALIZADA,A-023/CENIPA/2014,1.0,2015-07-15,4,1,,2016-07-30,DECOLAGEM
995,41916,ACIDENTE,PERDA DE CONTROLE EM VOO,SANTO ANTONIO DO LEVERGER,MT,BRASIL,SWLV,2010-07-18,16:00:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CRUZEIRO
996,50251,ACIDENTE,PERDA DE CONTROLE NO SOLO,SANTO ANTONIO DO LEVERGER,MT,BRASIL,SWLV,2013-12-18,09:55:00,SIM,SERIPA-5,FINALIZADA,A-226/CENIPA/2013,1.0,2014-04-28,0,1,1.0,2016-07-30,CORRIDA APÓS POUSO
997,33223,ACIDENTE,FALHA DO MOTOR EM VOO,SANTO ANTONIO DO LEVERGER,MT,BRASIL,****,2008-07-10,20:50:00,SIM,SERIPA-6,FINALIZADA,A-055/CENIPA/2009,1.0,2009-11-16,8,1,,2016-07-30,CIRCUITO DE TRÁFEGO
998,43906,ACIDENTE,PERDA DE CONTROLE EM VOO,SANTO ANTONIO DO LEVERGER,MT,BRASIL,SWLV,2011-02-18,14:30:00,SIM,SERIPA-6,FINALIZADA,A-088/CENIPA/2012,1.0,2012-08-08,1,1,,2016-07-30,DECOLAGEM
999,35477,ACIDENTE,FALHA DO MOTOR EM VOO,SANTO ANTONIO DO LEVERGER,MT,BRASIL,SWLV,2009-02-01,12:20:00,SIM,SERIPA-6,FINALIZADA,A-064/CENIPA/2009,1.0,2009-12-07,14,1,,2016-07-30,SUBIDA
